RequirementText,Class
the message in the main board will contain up to the first 150 character of the message,NF
a new user shall be able to navigate through the league and team page within 30 second of reaching the startup page,NF
user shall be able to reach the player page with one click from the team owner ’ s page,NF
user shall be able to view at least 25 nfl player statistic and point on each page,NF
the application shall ask the user to confirm dropping a player or trading a player before performing the action,NF
the application shall be able to complete every user transaction within one fourth of a second of receiving the request,NF
the application shall have a downtime of at most 10 minute per year,NF
the application shall run on a web application server,NF
a primary database will be used to store cached data for active user,NF
a secondary database will be used to store historical statistic and data,NF
application update shall occur between 3am and 6 am cst on wednesday morning during the middle of the nfl season,NF
new system version release shall be released at the beginning of each nfl season,NF
2 percent of the time the system will become available within 1 hour of the time that the situation is reported,NF
98 percent of the user workstation shall meet the minimum hardware requirement prior to implementation,NF
98 percent of the user workstation shall meet the minimum software requirement prior to implementation,NF
the rf system should be able to easily interface with the bdw environment in order to load the data,NF
change to revenue and expense formula must be applied to the rf system every year prior to the budgeting process start,NF
100 percent of the entity available a of october monthend will be loaded into the rf system prior to the budget start process,NF
only authorized user shall access the rf system,NF
user access should be limited to the permission granted to their role,NF
the product must comply with the intranet page standard and requirement of enet security,NF
the intranet page should display appropriately in all resolution from 800x600 and higher,NF
with a week of training prior to product implementation 98 percent of the user shall complete their budget within the stipulated time,NF
the product interface should be fast,NF
